gradF1,gradF2,gradF3,gradF4,gradF5,gradF6,gradF7,gradF8,gradF9,gradF10,medF1,medF2,medF3,medF4,medF5,medF6,medF7,medF8,medF9,medF10,maxF1,maxF2,maxF3,maxF4,maxF5,maxF6,maxF7,maxF8,maxF9,maxF10,meanF1,meanF2,meanF3,meanF4,meanF5,meanF6,meanF7,meanF8,meanF9,meanF10,stdF1,stdF2,stdF3,stdF4,stdF5,stdF6,stdF7,stdF8,stdF9,stdF10,label
-0.45421515059764134,11.205476369378813,0.47034401484448585,-2.438515697265824,-11.594441929005361,-4.152252888202467,0.6842073519648668,3.859092455812376,2.0049187289409147,0.2218207550576535,3386.0,1620.8125,1237.75,3235.75,2760.0,3476.6875,375.75,3742.0625,3667.25,3687.25,3667.75,1794.75,1248.875,3627.375,3380.125,3726.375,379.625,3945.375,3885.5,3928.75,3315.122083333333,1502.393125,1236.1016666666667,3189.7789583333333,2813.7504166666668,3511.385208333333,368.251875,3655.05375,3599.666875,3615.9554166666667,413.8594680800785,341.92346435640934,10.74504764859172,439.4268846191406,351.11609275337094,111.86486090147241,18.34470196477271,494.3441772855541,388.646351496226,431.389673664639,C
1.7801926185906056,11.665301605004462,0.6330431473420765,-0.23940316500878855,-10.033695926933135,-3.57681028280634,0.6716768657690722,5.8688919621998945,4.397228395078874,2.3132139950388724,3365.3125,1467.1875,1237.0,3223.3125,2745.125,3473.3125,365.5,3735.625,3648.3125,3676.1875,3605.875,1595.625,1249.125,3557.75,3255.5,3680.625,369.0,3915.0,3836.875,3887.0,3256.783125,1347.7847916666667,1234.4766666666667,3128.9158333333335,2748.0204166666667,3490.505416666667,358.2241666666667,3607.764375,3544.88125,3561.829166666667,438.28800405767487,298.68710354349685,12.244996053605334,465.5576669496111,346.2966943404093,105.62207717322657,16.19337634759287,533.6135743304804,426.2145544484918,475.5998712299152,C
0.4358498912497003,11.542993452759585,0.5232721827005076,-1.2935568918246967,-10.544421894227483,-4.091807546687629,0.6887013227814522,4.260838814830042,2.4544451512365337,1.3172118186439383,3378.375,1635.5625,1244.375,3223.4375,2737.6875,3464.1875,371.125,3737.9375,3658.625,3687.5625,3666.625,1784.875,1254.875,3623.375,3367.75,3720.0,373.5,3943.75,3884.0,3928.375,3333.233333333333,1512.3991666666666,1243.0889583333333,3212.6439583333336,2822.968125,3505.287083333333,363.5497916666667,3675.666875,3615.96875,3644.3372916666667,395.8040350138907,332.80151091780033,11.450017859005714,416.280884953099,333.6203216076504,110.72910956549923,16.654896736609015,469.7991066253773,367.6893801739116,409.45085756154725,C
-3.410974023538953,7.960396730268697,0.6222006519462555,-5.933923219231167,-13.378119487831906,-4.339754415984491,0.510103014175039,1.0748231245086761,-0.7075498473606885,-3.2609139886499685,3313.125,1506.4375,1250.125,3148.6875,2648.5,3451.375,368.625,3690.625,3612.8125,3617.1875,3638.875,1661.125,1267.875,3603.125,3326.75,3713.875,371.375,3934.75,3872.0,3914.375,3252.5514583333334,1418.080625,1250.2952083333332,3116.16125,2708.041041666667,3483.5495833333334,362.9175,3612.3129166666668,3558.4939583333335,3551.6179166666666,397.5055609628736,279.80537201209904,11.936242130947724,424.2781416772645,351.7867778054928,108.93945388002999,14.809452140592754,466.35018214102263,362.5348052486145,415.91578563030083,C
-2.874583505787517,8.990352959313778,0.46768438940108154,-5.480558279328554,-13.856266788241081,-4.720708008911135,0.44967343659287967,1.65325351598199,0.46855591959977544,-2.348251731254807,3315.5,1416.5625,1266.0,3142.5625,2655.4375,3444.75,371.875,3680.875,3589.625,3615.0625,3633.875,1567.75,1272.25,3591.75,3328.875,3709.5,377.0,3927.25,3845.875,3906.25,3261.4177083333334,1321.9375,1262.934375,3130.1375,2751.5364583333335,3492.541875,367.12604166666665,3615.851875,3536.4727083333332,3565.2775,398.27956360138586,281.0430914854568,10.63895114834806,424.29988292608044,360.35168982238037,112.14895676449684,13.78334566252639,475.0554576860701,396.81817371480975,428.3912235994243,C
-3.5460937391492737,8.527634694818595,0.41098579440498434,-6.159607735021489,-14.416943866510742,-5.031129739249273,0.39410814335595407,1.0111026350073176,-0.8859675651876828,-3.2486939199831126,3336.0,1469.3125,1277.4375,3169.75,2696.6875,3457.1875,379.625,3702.5625,3608.125,3641.375,3646.375,1627.0,1283.875,3605.125,3350.5,3714.0,386.375,3934.125,3859.25,3915.875,3280.0616666666665,1379.2964583333332,1274.9308333333333,3148.940416666667,2769.51,3494.9883333333332,375.3652083333333,3633.9539583333335,3563.038541666667,3589.3664583333334,385.67721636440126,281.7815614908862,9.873873709218591,410.92262887275075,359.0206826750804,113.93891909423589,14.612964953748985,454.9141908137324,354.88256290003756,395.36471211704537,C
-3.0094437067880757,7.385905690015799,0.830205257514604,-5.370977836049546,-12.591270704918623,-4.12997984022178,0.4784687596354431,1.9058817871716287,-0.8975183611621135,-2.3838298161939324,3321.625,1437.5,1295.4375,3143.8125,2688.125,3460.375,387.375,3685.9375,3575.9375,3615.4375,3650.75,1598.75,1318.375,3612.125,3365.125,3719.625,390.875,3938.0,3861.375,3921.25,3277.7520833333333,1358.0527083333334,1295.956875,3141.89875,2779.2039583333335,3502.217291666667,382.18333333333334,3626.509791666667,3539.5060416666665,3575.9383333333335,386.8922097369865,265.873018126108,15.512910626406633,411.094484639508,340.59240668212567,104.89001910598238,14.006666272016638,465.6797518065959,366.0895609150512,409.80910489068896,C
2.453924212289474,17.75306948769302,0.2837649201803337,1.638386426073402,-8.872018151439311,-3.790793342481506,1.0700075208542246,5.74138792746646,5.013121217003381,3.89577387714966,3510.1875,1868.1875,1313.1875,3386.6875,2987.0,3538.9375,424.1875,3825.8125,3746.5625,3797.0,3704.125,2033.125,1317.0,3652.375,3445.0,3736.375,429.25,3957.5,3897.125,3945.5,3426.898958333333,1683.5527083333334,1310.5235416666667,3311.766666666667,3006.6372916666664,3563.994375,412.3285416666667,3733.2347916666668,3660.70375,3714.38125,399.5523238564905,434.17766987383004,9.6920306443808,433.57866033604944,327.60992764430796,107.63312211409533,25.155140559652814,484.77622364621624,409.00736053132607,436.28956547946945,C
-2.6920889363581555,9.065325146736516,0.3290302889730252,-4.477282853563483,-12.73291613310037,-4.3059558498773605,0.5874101039169551,0.9680098764163219,0.8624006941685958,-1.1797514368095494,3335.625,1510.3125,1334.375,3170.625,2706.5,3464.3125,414.0,3704.8125,3608.5625,3635.1875,3657.25,1653.875,1336.25,3614.5,3378.5,3721.25,418.625,3943.0,3864.375,3923.75,3294.9729166666666,1415.136875,1331.22125,3163.4779166666667,2785.6658333333335,3500.4479166666665,407.7683333333333,3657.757291666667,3569.386875,3591.869375,364.79119502832486,280.9452419325701,8.819261797447655,392.0814181542479,347.42919305598804,107.85754346651278,16.34064634616923,394.0110228361648,350.2599359553101,400.8984880357291,C
-0.23179439387331585,12.650049826527296,0.406535122319784,-1.8029384803846682,-11.195968044355679,-4.336294614707265,0.741397719160331,3.1617263867399634,2.2701492226367295,1.278810080028001,3460.0625,1737.3125,1344.6875,3325.375,2904.9375,3516.0625,420.75,3795.5625,3707.25,3761.625,3692.25,1876.125,1347.75,3652.875,3448.625,3751.75,424.625,3959.125,3894.625,3945.25,3388.15875,1601.2747916666667,1341.593125,3269.3758333333335,2921.6795833333335,3538.037083333333,412.449375,3715.283125,3641.349166666667,3685.1366666666668,374.41476112987436,352.32251120836975,10.353829932275586,402.6332754071386,335.3032495158468,109.23476726776668,19.323581122038654,431.96894056291165,361.13376353968323,403.9633756004577,C
-3.0885883363564917,10.422538916774775,0.35516119489220793,-5.371310441140117,-14.202632368423254,-4.876628650357359,0.5331715851988477,0.372347596798882,-0.018230502029170897,-2.693636718435328,3372.4375,1539.9375,1353.5,3217.5625,2751.0625,3469.6875,405.5,3728.375,3635.25,3673.3125,3653.875,1692.125,1355.0,3605.125,3350.125,3702.625,411.375,3936.25,3862.0,3918.0,3296.670625,1432.8189583333333,1349.72,3162.468125,2787.55875,3499.5360416666667,400.07395833333334,3648.4577083333334,3571.8747916666666,3596.6716666666666,380.78182984120076,301.1007517916648,9.003757562841031,414.3401589517275,368.40051296849003,112.95546886509818,15.57655591844355,425.894663511181,357.0726494095316,399.75144146245157,C
-2.8142289978583244,11.740418653940704,0.5965901294170266,-5.362778438273439,-13.170494709707524,-5.5030221611726695,0.6803432440090114,1.0101353406537246,-1.0652501812505037,-1.2051683824121733,3499.25,1919.8125,1416.5,3336.5,2960.875,3505.5625,457.875,3804.8125,3724.0625,3778.5,3754.75,2156.0,1423.25,3708.375,3585.625,3786.375,467.875,3982.75,3936.0,3979.75,3436.943333333333,1789.2745833333333,1411.3004166666667,3305.245,3010.7883333333334,3551.0295833333334,450.365625,3742.818125,3677.5020833333333,3720.2877083333333,363.944928404341,414.09221818395827,14.570190191967486,388.8732149719512,381.5757592364416,126.4639060458768,23.457663766525126,408.5538186523507,331.6738361603388,379.54849259669993,C
-1.3460735307598068,12.345938912330306,0.8561511976422159,-3.858469745749292,-11.436639615665598,-4.886895171931034,0.714631117030881,2.4552541465392936,0.248029543137619,-0.0015228514523636905,3485.6875,1810.75,1423.25,3325.625,2942.0,3500.375,447.8125,3798.3125,3712.625,3767.5625,3726.75,2014.0,1436.5,3678.375,3526.125,3763.125,454.875,3970.75,3916.125,3964.75,3418.77375,1681.4139583333333,1418.44875,3289.8679166666666,2989.4445833333334,3543.8654166666665,440.1722916666667,3729.5472916666668,3661.353958333333,3706.7658333333334,370.7439158445452,384.6396244824409,17.094574177147443,391.4189096553749,364.9325952035246,118.29620022168021,21.527650134740746,429.46965504868456,344.92119746444547,392.9548914342998,C
-0.5932018213939477,12.706936408156688,0.728344141233726,-3.0292217825605112,-10.593402273339652,-4.7165846294017495,0.7138938580384947,3.0790979627721207,0.6664727540909843,0.5715819349498167,3486.5625,1780.375,1434.375,3333.3125,2956.3125,3508.1875,440.1875,3803.6875,3717.5625,3775.25,3719.5,1972.75,1446.75,3669.875,3509.875,3754.75,449.25,3967.375,3911.125,3960.25,3412.713125,1647.50625,1430.2310416666667,3284.634791666667,2984.1979166666665,3542.9325,433.065,3724.190625,3658.0504166666665,3702.41875,376.5786425004813,379.915993760193,15.058041225510696,397.8481563383634,362.7028274397624,115.90496607249885,21.532276312674007,441.7941559857642,347.5402220267037,401.20377571745,C
-0.8295438667885139,12.351343337064824,0.7574386664962955,-3.0639388928858136,-10.849479026330627,-4.718684149122637,0.7319747068741858,3.1369279497998646,0.6730721127003119,0.5622071866866264,3481.125,1788.9375,1453.4375,3323.1875,2946.25,3503.3125,440.375,3798.8125,3711.0625,3768.6875,3730.5,1981.125,1465.0,3683.25,3540.625,3767.875,447.75,3973.875,3918.125,3968.125,3408.6360416666666,1656.7775,1448.9227083333333,3275.223125,2977.37875,3539.4416666666666,432.568125,3717.7604166666665,3651.7139583333333,3694.6491666666666,380.95433958146475,380.3787305928075,15.628051954303453,406.2430183445609,373.7653517577061,119.90048514929903,22.180523095364894,445.62629056753707,351.69502487772843,409.6284200311515,C
